#Wavelength,Intensity
#nm,
588.34,1969.27096
588.54,1922.79677666667
588.74,1990.96256833334
588.94,2037.84825714287
589.15,1986.49630222222
589.35,1958.46753000001
589.55,1965.29511833333
589.75,1981.90639833333
589.95,2009.32229047619
590.16,1993.23530888889
590.36,1985.40903333332
590.56,1938.93011833334
590.76,1923.29516
590.96,1920.39400952381
591.17,2023.09703777777
591.37,1999.08389666667
591.57,2018.62982499999
591.77,1953.00947166668
591.97,1945.47837
592.17,1968.41218095239
592.38,1943.65792833333
592.58,1949.64576
592.78,1975.85623999999
592.98,1940.431825
593.18,1953.92124499999
593.38,1964.31388095238
593.59,1961.37515833333
593.79,1976.839415
593.99,1994.85497333333
594.19,1972.80382666668
594.39,1974.831465
594.59,1986.76484761905
594.8,1964.91513333333
595,1947.15771
595.2,2008.98889833333
595.4,1927.48162166668
595.6,1891.50548333334
595.8,2030.04732499998
596,2018.95713333334
596.21,1991.14202277776
596.41,1947.65516666667
596.61,1962.00673166666
596.81,1969.47681500001
597.01,1939.3206
597.21,1990.03196
597.41,1953.64113809524
597.62,1964.90329166667
597.82,1925.22798166668
598.02,1947.62470833333
598.22,1949.31966000001
598.42,2034.37724833332
598.62,2114.16987833333
598.82,1964.15578
599.02,1901.89227142858
599.23,1934.39376999999
599.43,1941.79227666667
599.63,1947.85663
599.83,1964.85820000002
600.03,2093.67329833331
600.23,1962.43902166668
600.43,1912.55464
600.63,1940.03301999999
600.83,1960.96223333331
601.04,1895.58539111112
601.24,1977.32550166666
601.44,1986.213155
601.64,1907.65623
601.84,1924.26848500001
602.04,1911.09499499999
602.24,1950.15004
602.44,1984.59350166666
602.64,1889.52889000001
602.84,1878.68192857144
603.05,1960.22394777776
603.25,1935.86576666667
603.45,1911.82856
603.65,1872.35189333334
603.85,1854.35709166668
604.05,1900.75718166666
604.25,1942.33737166667
604.45,1914.852955
604.65,1857.45179833335
604.85,1856.29013666669
605.05,1908.30800166667
605.25,1908.65337833332
605.45,1921.54305714286
605.66,1922.00867611112
605.86,1991.26089666665
606.06,1982.47247
606.26,1952.71765666667
606.46,1959.15761999999
606.66,1934.43680833333
606.86,1948.57759
607.06,1948.84933333332
607.26,1939.37741833334
607.46,1912.46173166668
607.66,1942.07113166666
607.86,1941.58750833333
608.06,1983.91520999999
608.26,1968.64788666667
608.46,1922.62784833334
608.66,1909.06628999999
608.86,1968.96498999999
609.06,1945.93155238096
609.27,1913.367925
609.47,1874.47172833333
609.67,1880.66125999999
609.87,1946.55966166666
610.07,1941.49618499999
610.27,1924.69963666668
610.47,1934.11711666667
610.67,1894.837425
610.87,1911.22835666666
611.07,1913.41206333334
611.27,1975.281585
611.47,1985.64524166666
611.67,1862.89405833336
611.87,1874.64326833333
612.07,1911.02617
612.27,1932.85840666666
612.47,1932.34096833334
612.67,1974.19818333333
612.87,1946.66893000001
613.07,1951.91768000002
613.27,1996.87237499999
613.47,1973.68424999999
613.67,1916.92466500002
613.87,1912.41106
614.07,1931.33080333334
614.27,1963.55204166666
614.47,1956.979735
614.67,1935.942825
614.87,1892.44327500001
615.07,1844.36028833334
615.27,1911.76761333331
615.47,1920.756745
615.67,1954.95712999999
615.87,1925.38975166668
616.07,1924.34215
616.27,1933.474115
616.47,1908.67543833333
616.67,1888.88758166668
616.87,1938.11456333332
617.07,1955.24808166667
617.27,1906.09465
617.47,1930.11545499999
617.67,1905.34168166666
617.87,1965.20711
618.07,1983.09640666666
618.27,1924.68065333335
618.47,1912.54850000001
618.67,1973.06804833332
618.87,1886.46923833335
619.07,1897.29077166668
619.27,1908.34657333334
619.47,1869.37613508773
619.66,1904.10761412279
619.86,1929.43863999999
620.06,1917.61197
620.26,1975.02827666666
620.46,1987.53656
620.66,1934.07237
620.86,1921.92815333333
621.06,1950.42824666667
621.26,1865.21171500001
621.46,1893.173345
621.66,1913.08610000001
621.86,1910.68082833335
622.06,1922.14693166666
622.26,1919.72704333333
622.46,1996.89992166667
622.66,1940.56441666668
622.86,1884.29209333333
623.06,1918.53956666666
623.25,1941.59941701754
623.45,1888.09383666668
623.65,1929.51036499998
623.85,1944.04065833334
624.05,1973.19271166667
624.25,1886.93172000001
624.45,1907.35077833333
624.65,1866.30395833334
624.85,1898.91991999999
625.05,1936.111875
625.25,1938.57188
625.45,1897.76627333334
625.65,1929.24666842106
625.84,1918.11677631581
626.04,1926.65676
626.24,1940.17806833332
626.44,1903.24908333334
626.64,1927.48164833333
626.84,1951.46136333332
627.04,1906.17908833335
627.24,1896.42830499999
627.44,1904.80830166667
627.64,1911.22342105263
627.83,1884.18046149124
628.03,1916.34858666666
628.23,1904.78228833333
628.43,1920.26521
628.63,1921.566135
628.83,1903.53860833334
629.03,1859.655135
629.23,1931.17526999998
629.43,1895.61162456142
629.62,1908.85044105263
629.82,1922.17163333332
630.02,1912.43693500001
630.22,1899.41374666667
630.42,1912.07016333333
630.62,1919.26022833334
630.82,1942.81481500001
631.02,1950.26566491228
631.21,1867.89604850878
631.41,1891.88240499999
631.61,1857.88884333334
631.81,1899.58791333333
632.01,1920.10708666666
632.21,1925.32888666666
632.41,1879.88701754388
632.6,1894.48165850877
632.8,1924.50497833334
633,1906.05528166666
633.2,1924.03368333332
633.4,1876.35441166667
633.6,1923.96487833332
633.8,1919.40867719299
633.99,1872.87128859648
634.19,1808.08080666668
634.39,1893.73027333332
634.59,1945.52194499999
634.79,1934.11712333334
634.99,1895.55542982456
635.18,1881.72705833333
635.38,1930.77403666666
635.58,1977.687985
635.78,1948.987515
635.98,1922.73808833333
636.18,1842.91006315791
636.37,1867.36130824561
636.57,1861.38988833334
636.77,1908.487615
636.97,1883.878495
637.17,1880.86441
637.37,1886.10415087719
637.56,1892.10056833333
637.76,1889.798815
637.96,1912.22781666667
638.16,1844.90487166667
638.36,1887.25872280702
638.55,1882.72650570176
638.75,1861.612545
638.95,1856.52527833333
639.15,1910.43276999998
639.35,1860.1195877193
639.54,1858.20241166667
639.74,1844.545405
639.94,1881.45669833333
640.14,1952.98282833332
640.34,1961.0495122807
640.53,1908.81958017545
640.73,1918.06065166666
640.93,1914.84489333334
641.13,1918.909835
641.33,1901.12996491228
641.52,1967.99706666665
641.72,1974.30492666664
641.92,1854.27653000002
642.12,1856.43050175438
642.31,1857.58773973684
642.51,1847.98098166667
642.71,1850.93685833333
642.91,1891.45397833332
643.11,1868.49567543859
643.3,1803.94310921053
643.5,1838.950525
643.7,1829.47233333334
643.9,1903.41332105262
644.09,1947.98292789473
644.29,1896.06923666668
644.49,1892.87094166667
644.69,1892.98532631579
644.88,1888.4808795614
645.08,1887.37609333334
645.28,1910.40340166666
645.48,1928.75506666667
645.67,1869.20019429825
645.87,1872.67252833334
646.07,1930.42314833333
646.27,1887.91560701755
646.46,1910.8834318421
646.66,1897.08750333335
646.86,1947.84488333333
647.06,1956.86486315789
647.25,1969.47698912281
647.45,1902.66812166667
647.65,1850.55230500001
647.85,1893.27555789474
648.04,1871.827985
648.24,1978.08054666666
648.44,1923.76327666667
648.64,1856.54375438597
648.83,1901.57182956141
649.03,1939.63133833333
649.23,1847.97058245615
649.42,1849.30552315789
649.62,1907.51942666667
649.82,1916.07447
650.02,1916.27188421053
650.21,1981.57581131579
650.41,1936.00728833334
650.61,1915.50668947369
650.8,1906.32164368421
651,1919.85704500001
651.2,1861.930855
651.4,1848.88154736842
651.59,1858.55072333334
651.79,1897.27444166666
651.99,1959.94772456139
652.18,1944.46355745616
652.38,1831.74625833334
652.58,1873.12366842105
652.77,1950.93388131577
652.97,1949.99086999998
653.17,1939.24297666667
653.37,1925.25666842106
653.56,1854.06105789474
653.76,1878.94256333333
653.96,1920.14324035086
654.15,1938.42405526316
654.35,1926.42109999999
654.55,1912.98492631578
654.74,1943.22047280701
654.94,1932.25293833334
655.14,1884.61241578947
655.33,1916.54772122807
655.53,1880.46923333333
655.73,1909.23011578948
655.92,1877.97171263159
656.12,1897.03291666666
656.32,1886.75434912282
656.51,1924.33951236842
656.71,1898.32957500001
656.91,1939.88340701754
657.1,1874.91567184211
657.3,1816.60483666667
657.5,1884.87764736842
657.69,1877.40230877193
657.89,1935.70159333333
658.09,1954.55538245613
658.28,1939.82716947369
658.48,1911.44700333333
658.68,1894.24895789474
658.87,1929.19907122806
659.07,1976.15623508772
659.26,1929.55447333334
659.46,1860.33609166668
659.66,1845.98157543859
659.85,1816.24509491228
660.05,1863.48737999999
660.25,1884.59445438595
660.44,1833.07432078949
660.64,1863.88482666666
660.84,1905.61079824561
661.03,1916.96897605264
661.23,1883.53520350879
661.42,1975.83171526315
661.62,1902.54517833334
661.82,1886.49058947369
662.01,1905.90113447368
662.21,1865.36012105264
662.4,1823.51965517545
662.6,1831.93132166667
662.8,1868.56766491228
662.99,1868.40232780701
663.19,1911.19611666666
663.39,1944.45274385965
663.58,1918.32456333333
663.78,1922.69837192982
663.97,1888.84933324561
664.17,1932.07252999999
664.37,1953.36845263158
664.56,1936.20788657894
664.76,1915.07562456141
664.95,1886.32780236841
665.15,1881.55575833334
665.35,1940.94800701753
665.54,1904.40347350878
665.74,1943.42905964913
665.93,1946.22113868422
666.13,1943.93723508773
666.32,1871.1208435965
666.52,1873.65489666666
666.72,1862.77196842105
666.91,1879.7641041228
667.11,1947.62567894738
667.3,1930.74815000001
667.5,1835.837915
667.7,1851.14948245614
667.89,1900.59060675437
668.09,1858.02885614037
668.28,1879.18281807017
668.48,1855.79328421053
668.67,1857.57735324561
668.87,1860.28137894736
669.06,1920.91990385965
669.26,1943.840535
669.46,1920.07329649123
669.65,1889.54472570175
669.85,1905.59786315789
670.04,1869.56285105263
670.24,1927.95404561403
670.43,1918.17724122807
670.63,1906.68442280703
670.82,1888.08751078949
671.02,1958.72610666666
671.22,1980.94953859648
671.41,1983.51502991229
671.61,1946.87783333334
671.8,1904.26071631579
672,1865.65429473684
672.19,1857.53060815791
672.39,1887.78742982455
672.58,1979.94996578946
672.78,1936.46030175438
672.97,1930.09534157893
673.17,1886.13382105263
673.36,1878.43732596491
673.56,1931.45056666665
673.75,1899.38352350878
673.95,1911.15875087718
674.14,1862.20341868423
674.34,1867.87071166668
674.54,1957.39942982455
674.73,1917.20874324561
674.93,1919.5994245614
675.12,1929.21248885965
675.32,1893.74967017545
675.51,1907.49768078947
675.71,1946.73916315789
675.9,1957.61788789474
676.1,1870.46498421054
676.29,1865.37462438597
676.49,1905.5377859649
676.68,1926.84410438596
676.88,1922.9467754386
677.07,1841.90129017544
677.27,1841.46960701752
677.46,1882.6635577193
677.66,1915.84460877193
677.85,1948.6257336842
678.05,1921.41770000001
678.24,1876.6996245614
678.43,1872.81224552631
678.63,1911.62513157895
678.82,1906.60322929824
679.02,1898.97971754386
679.21,1944.58515315789
679.41,1932.06865964911
679.6,1906.44686938596
679.8,1834.14778070177
679.99,1855.90919149123
680.19,1881.46313157894
680.38,1892.55709578948
680.58,1905.57478421053
680.77,1871.03595
680.97,1882.34577017544
681.16,1887.86771157896
681.36,1901.12510350877
681.55,1914.1942877193
681.74,1942.93589114035
681.94,1912.38813333335
682.13,1829.99209877194
682.33,1833.97445789474
682.52,1905.15676412279
682.72,1954.15449649122
682.91,1936.20810219299
683.11,1938.59928947369
683.3,1891.14076666667
683.49,1890.18204149123
683.69,1857.87198596491
683.88,1926.73502578947
684.08,1890.19964561403
684.27,1876.99578736842
684.47,1839.05685438598
684.66,1855.47596473683
684.86,1904.98079824561
685.05,1904.98746666666
685.24,1890.98660482456
685.44,1887.21721403508
685.63,1973.75558421052
685.83,1907.8983614035
686.02,1903.4923877193
686.21,1913.57940824562
686.41,1914.82923859649
686.6,1943.65406385964
686.8,1861.85007017546
686.99,1866.9592763158
687.19,1930.00002982454
687.38,1896.48712105264
687.57,1895.65488017544
687.77,1876.06885964913
687.96,1878.89540385966
688.16,1920.78891228071
688.35,1924.59566140351
688.54,1909.31434885966
688.74,1875.84316491228
688.93,1893.80008403508
689.13,1945.08199122807
689.32,1903.79731052634
689.51,1944.6337995614
689.71,1948.15693859649
689.9,1901.91993342106
690.1,1906.45632631578
690.29,1872.69065614035
690.48,1951.43294912281
690.68,1917.39348421054
690.87,1893.15700350877
691.06,1909.01979842105
691.26,1934.08197894737
691.45,1882.63532377193
691.65,1896.99749298245
691.84,1914.79951228071
692.03,1961.9839886842
692.23,1989.09808947369
692.42,1978.17227719299
692.61,1904.52231377193
692.81,1894.60248245614
693,1929.4614140351
693.19,1936.21485964911
693.39,1960.11145438596
693.58,1981.76469298245
693.78,1969.2574385965
693.97,1972.50135964913
694.16,1953.24206614035
694.36,1951.90633157894
694.55,1893.03407543861
694.74,1901.14543543858
694.94,1956.75378771931
695.13,1955.68364912281
695.32,1966.39574105263
695.52,1940.94980175439
695.71,1940.89360350877
695.9,1910.35892894736
696.1,2003.39789298246
696.29,1962.52760877194
696.48,1949.98550894737
696.68,2004.39709122806
696.87,2036.08096666666
697.06,2001.22719263159
697.26,1970.39401228069
697.45,2072.08366315789
697.64,2061.86205263159
697.84,2099.3322754386
698.03,2089.75564035087
698.22,2019.77582973684
698.42,1966.94090526316
698.61,2006.23209649123
698.8,2078.12450982454
699,2116.56034912281
699.19,2094.6898754386
699.38,2090.30280175438
699.57,2107.02986868419
699.77,2050.7289157895
699.96,2025.10610701755
700.15,2064.73552394737
700.35,2093.71840526317
700.54,2122.53980701754
700.73,2118.04070052632
700.93,2177.37599298246
701.12,2149.5105754386
701.31,2203.29998070173
701.5,2260.76085885965
701.7,2181.55548245615
701.89,2241.02831578946
702.08,2264.32619421053
702.28,2242.55049824562
702.47,2264.10859298246
702.66,2254.42916491227
702.85,2242.19399587719
703.05,2306.48917894734
703.24,2404.69710877192
703.43,2329.90685263158
703.63,2399.06913684209
703.82,2414.73347719298
704.01,2437.52852631579
704.2,2487.9671018421
704.4,2456.77095789474
704.59,2429.99695789475
704.78,2482.51281228068
704.97,2528.70698157894
705.17,2546.9252473684
705.36,2585.66866842104
705.55,2505.82261578948
705.74,2490.54433938597
705.94,2511.13999824561
706.13,2522.64948771929
706.32,2617.76628947368
706.51,2660.92690043859
706.71,2709.96749298246
706.9,2705.24875964913
707.09,2757.47135438596
707.28,2767.48761877192
707.48,2815.94158421052
707.67,2860.9652491228
707.86,2813.33264035089
708.05,2943.24205429821
708.25,2962.16579122805
708.44,2889.89250701756
708.63,2949.39031403507
708.82,2943.15598421053
709.01,2941.48789
709.21,3023.47760350877
709.4,3014.14380877193
709.59,3075.55731578948
709.78,3131.69459657892
709.98,3212.70650701755
710.17,3195.13894912283
710.36,3234.37007543859
710.55,3305.16489824561
710.74,3298.80036842106
710.94,3338.58958771929
711.13,3368.63691052632
711.32,3456.4522614035
711.51,3433.77574561404
711.7,3510.1207477193
711.9,3430.61301578946
712.09,3493.7562263158
712.28,3550.37689298245
712.47,3603.78225087719
712.66,3667.85060078947
712.86,3639.3625649123
713.05,3697.36193157893
713.24,3868.77016666666
713.43,3924.12781228069
713.62,3906.20207631579
713.82,3970.91597543858
714.01,3924.28704210526
714.2,3941.47919824561
714.39,4018.82951228068
714.58,4076.95592807016
714.77,4130.89530131579
714.97,4181.58223157894
715.16,4162.99521929824
715.35,4184.82920526318
715.54,4266.79034035087
715.73,4349.53545824561
715.93,4357.38041052633
716.12,4371.99294210527
716.31,4386.77727017541
716.5,4549.36908947367
716.69,4456.91725263162
716.88,4369.41900175438
717.07,4429.72811078948
717.27,4515.51990175439
717.46,4491.79616842105
717.65,4468.15723333334
717.84,4528.01331228071
718.03,4541.9855649123
718.22,4548.84249552632
718.42,4570.64631052629
718.61,4628.79634561403
718.8,4618.23290175438
718.99,4687.21773157896
719.18,4731.50238596492
719.37,4745.33036491228
719.56,4751.73655859649
719.76,4860.14718947367
719.95,4874.8993
720.14,4925.7221245614
720.33,5105.18512105262
720.52,5179.75101578948
720.71,5310.11984912283
720.9,5443.71382456139
721.09,5428.98150157897
721.29,5611.74662631576
721.48,5771.99368596491
721.67,5856.1139596491
721.86,5933.80556491229
722.05,5953.27382280702
722.24,5982.28911403511
722.43,6115.35772280699
722.62,6158.24168947369
722.81,6231.92366192979
723.01,6196.64618421054
723.2,6124.64236491227
723.39,6180.40919649123
723.58,6158.03678421051
723.77,6245.36291052629
723.96,6351.1401508772
724.15,6361.51245614035
724.34,6465.56635087717
724.53,6499.84160175439
724.72,6606.81371710528
724.92,6633.91313508771
725.11,6754.9429877193
725.3,6822.1817350877
725.49,6864.49371228069
725.68,6875.65455087717
725.87,6992.07485614037
726.06,7052.27144736843
726.25,7136.21986666668
726.44,7275.40077894736
726.63,7303.66001578946
726.82,7361.32060877192
727.01,7438.84345087717
727.2,7494.1443363158
727.4,7519.59443684212
727.59,7496.5170649123
727.78,7552.9514807017
727.97,7671.20207368421
728.16,7837.8340473684
728.35,7932.66455263158
728.54,7959.93297368423
728.73,7922.43369298245
728.92,7911.61608421052
729.11,8074.61853508771
729.3,8149.95681578948
729.49,8264.8039508772
729.68,8499.46591929821
729.87,8559.13456666666
730.06,8692.56658947365
730.25,8624.93986315788
730.44,8704.45005263155
730.63,8765.11380175437
730.82,8832.11002710525
731.02,8888.10555789472
731.21,8940.88607368422
731.4,9079.17841052631
731.59,9170.92289473684
731.78,9308.22504912279
731.97,9415.27051578948
732.16,9544.25603684207
732.35,9663.95636842105
732.54,9743.56382982455
732.73,9886.56462105261
732.92,10048.3516245614
733.11,10223.099845614
733.3,10103.6111298246
733.49,10305.2383403509
733.68,10410.1601210526
733.87,10502.9640877193
734.06,10519.2635947368
734.25,10713.4148192982
734.44,10749.6576807018
734.63,10825.9870982456
734.82,10968.9292438596
735.01,10925.1721754386
735.2,11054.1018350877
735.39,11091.4754807017
735.58,10959.7072578947
735.77,11114.3859473684
735.96,11192.7220649123
736.15,11202.5663333333
736.34,11314.531477193
736.53,11379.619322807
736.72,11484.0203596491
736.91,11519.5552280702
737.1,11631.6228070176
737.29,11697.9290140351
737.48,11798.1625824561
737.67,11827.7366929825
737.86,11924.6784614035
738.05,11826.7558473685
738.24,11887.0917789474
738.43,11921.6557035087
738.62,11967.2281929825
738.81,12103.4656912281
739,12040.5462140351
739.19,12185.4308333333
739.38,12202.3493184211
739.56,12345.2161886939
739.75,12440.1464842105
739.94,12441.8860280702
740.13,12584.2419614035
740.32,12653.2841122807
740.51,12620.1035491228
740.7,12515.1510070176
740.89,12716.1220315789
741.08,12687.7440929824
741.27,12650.3858719298
741.46,12713.2392368421
741.65,12881.3144017544
741.84,12996.7082105263
742.03,12859.799577193
742.22,12915.1520807018
742.41,13072.4245614035
742.6,13169.3067929825
742.79,13250.1898719298
742.98,13345.9777894737
743.16,13228.2095797271
743.35,13400.7589070176
743.54,13417.253368421
743.73,13438.2627
743.92,13398.565977193
744.11,13450.2840105263
744.3,13445.312145614
744.49,13599.5154333333
744.68,13595.480454386
744.87,13544.0512666667
745.06,13823.4393157894
745.25,13849.1029017544
745.44,13899.8358263158
745.62,13835.8486247563
745.81,13910.1328315789
746,13775.5668421053
746.19,13834.6163736842
746.38,13938.0248175438
746.57,13986.1585333333
746.76,14036.9454561404
746.95,13960.7959122807
747.14,13971.0767649123
747.33,13957.6373535088
747.51,14081.4789062378
747.7,14160.7617315789
747.89,14174.7428649123
748.08,14202.2921298246
748.27,14207.3901929824
748.46,14268.3966947368
748.65,14106.1298649123
748.84,14118.6879807017
749.02,14213.9021091618
749.21,14121.4462210526
749.4,14173.2634929824
749.59,14177.1949912281
749.78,14162.0127789473
749.97,14151.2565631579
750.16,14166.9108385965
750.35,14177.5480850877
750.53,14140.1307384016
750.72,14258.6259982456
750.91,14197.1746350877
751.1,14159.1784368421
751.29,14265.4560368421
751.48,14339.4958508772
751.67,14293.5881122807
751.85,14365.5814099415
752.04,14252.4026649123
752.23,14220.1118596491
752.42,14279.1168280702
752.61,14375.0494701754
752.8,14349.0889192983
752.99,14461.585577193
753.17,14529.6200762183
753.36,14434.4931596491
753.55,14512.5393947368
753.74,14433.7685385965
753.93,14495.0488877193
754.12,14570.4607166667
754.3,14425.8605849903
754.49,14435.8098508772
754.68,14439.4755964912
754.87,14462.0941964912
755.06,14412.0211192983
755.25,14320.2576131579
755.43,14352.9359734893
755.62,14371.760168421
755.81,14324.0736789474
756,14253.9943263158
756.19,14358.6840692982
756.37,14381.178845809
756.56,14336.0352596491
756.75,14368.3850157895
756.94,14302.4710789474
757.13,14288.3094578947
757.32,14220.1544780702
757.5,14315.8330859649
757.69,14299.9731824562
757.88,14263.2841824561
758.07,14213.1038578948
758.26,14197.9653350877
758.44,13967.1769352827
758.63,13702.9529877194
758.82,13230.8447614035
759.01,12658.6751350877
759.19,11869.986008967
759.38,10975.1250140352
759.57,10036.3503596491
759.76,9150.04532982472
759.95,8287.06818508773
760.13,7698.37785068237
760.32,7231.32279824562
760.51,6882.11188596496
760.7,6795.19561578948
760.89,6841.31317894734
761.07,7191.03684424953
761.26,7526.02738245608
761.45,7897.43688596493
761.64,8243.35056052623
761.82,8427.95283918128
762.01,8418.11761578948
762.2,8382.8461859649
762.39,8212.03106403512
762.57,8100.12586900584
762.76,7908.01359473689
762.95,7854.7461
763.14,7811.84188333333
763.32,7962.75740994151
763.51,8140.0561333333
763.7,8184.09220175439
763.89,8292.63862456138
764.07,8540.97060175437
764.26,8819.95848070171
764.45,9022.60690350876
764.64,9202.54361052629
764.82,9437.73903859649
765.01,9698.32512631575
765.2,9781.91452982457
765.39,9908.93973684208
765.57,10095.6019300195
765.76,10335.4121947368
765.95,10518.8307473684
766.14,10798.0701447368
766.32,10956.2254413256
766.51,11178.8993333333
766.7,11437.7308403509
766.88,11601.4901590643
767.07,11818.2897070176
767.26,11994.6372421052
767.45,12177.4463491228
767.63,12353.6266292398
767.82,12412.3798561404
768.01,12517.5052385965
768.19,12712.128834113
768.38,12725.2954614035
768.57,12867.6745561403
768.76,12843.5565
768.94,12843.9173672515
769.13,12850.3899929825
769.32,12995.0733666667
769.5,12994.5390512671
769.69,13002.5773122807
769.88,13148.0074157895
770.06,13217.4598676413
770.25,13355.5000438597
770.44,13281.1813570175
770.62,13220.286980117
770.81,13144.8582561404
771,13103.2218052632
771.19,13084.4186421052
771.37,13100.1138099415
771.56,13043.5569403509
771.75,13044.8683789474
771.93,13134.9814023391
772.12,13156.417745614
772.31,13217.6708008772
772.49,13182.1516384016
772.68,13221.0871315789
772.87,13122.1798175439
773.05,13028.9836452242
773.24,13162.2573877193
773.43,13097.2509298246
773.61,13102.5111155945
773.8,13056.4342350877
773.99,13055.3432701754
774.17,12894.4192161794
774.36,12947.5510008772
774.54,13003.7480789474
774.73,12921.3264122807
774.92,12717.0929754386
775.1,12900.9578194932
775.29,12840.1432333333
775.48,13040.0916482456
775.66,12994.9057304094
775.85,12947.4047561404
776.04,12840.8321885965
776.22,12857.9803454191
776.41,12739.0725245615
776.6,12856.3552912281
776.78,12758.2283025341
776.97,12732.5166245614
777.15,12675.856337232
777.34,12688.4942263158
777.53,12719.3251140351
777.71,12503.8310395712
777.9,12619.2004631579
778.09,12692.3044394737
778.27,12657.0794510721
778.46,12564.9373956141
778.64,12539.9580563353
778.83,12590.9493877193
779.02,12615.0010350877
779.2,12588.1985573099
779.39,12593.220868421
779.57,12590.8531760234
779.76,12468.7359438597
779.95,12498.75135
780.13,12474.185679922
780.32,12435.5330280702
780.5,12331.6701358675
780.69,12490.4671421053
780.88,12475.1817824561
781.06,12459.1774842105
781.25,12441.8740078947
781.43,12370.5369881092
781.62,12413.5046035088
781.81,12524.4463307017
781.99,12435.584442885
782.18,12374.5406464912
782.36,12304.442837037
782.55,12269.3310771929
782.73,12357.8275865497
782.92,12241.0373561404
783.11,12049.0628298246
783.29,12079.8317157895
783.48,12122.2577991228
783.66,12133.7617812865
783.85,11964.653304386
784.03,12105.0639818713
784.22,12083.0477491228
784.41,12041.8587640351
784.59,12043.0846551657
784.78,12122.1436008772
784.96,12086.7616512671
785.15,12039.1733692983
785.33,11883.744960039
785.52,12049.731495614
785.7,12091.547645614
785.89,11904.5222157895
786.08,11898.2694491228
786.26,11913.6557120858
786.45,11924.7702605263
786.63,11884.451154191
786.82,11847.7791210526
787,11827.2770448343
787.19,11777.2293473684
787.37,11698.4376048733
787.56,11732.8498763158
787.74,11773.9556625731
787.93,11687.4720122807
788.11,11613.5564210526
788.3,11642.0582631579
788.49,11568.7703605263
788.67,11579.9869643275
788.86,11590.7096482456
789.04,11527.6551789474
789.23,11453.1942859649
789.41,11328.9369352827
789.6,11416.8285570175
789.78,11504.1862079922
789.97,11540.0535114035
790.15,11503.0534489279
790.34,11346.4976807018
790.52,11303.8018826511
790.71,11261.3394017544
790.89,11253.8274701754
791.08,11206.9278140351
791.26,11341.2664366471
791.45,11219.5308710526
791.63,11196.7379233918
791.82,11209.107704386
792,11303.8727881092
792.19,11240.7673631579
792.37,11114.1714329435
792.56,11068.0778850877
792.74,11153.5647808967
792.93,11044.7558333333
793.11,11143.9988196881
793.3,11150.5239701755
793.48,11127.1665879142
793.67,11036.8672482456
793.85,11119.494962963
794.03,11103.5078935673
794.22,10997.7419640351
794.4,11032.1940920078
794.59,11067.0549166667
794.77,11132.3914923977
794.96,11058.7905833333
795.14,11085.2143311891
795.33,11053.2981587719
795.51,11059.8913146199
795.7,11053.5202666667
795.88,10983.4681249513
796.07,10972.475577193
796.25,10986.4477851852
796.43,11043.7913247563
796.62,11145.1275008772
796.8,11144.4241214425
796.99,11081.0998736842
797.17,11036.8124153996
797.36,11014.6961315789
797.54,11079.4593103314
797.73,11171.7944175439
797.91,11084.2889759259
798.09,11079.6181300195
798.28,11082.1124982456
798.46,10971.6528300195
798.65,11038.5016850877
798.83,10960.2043758285
799.02,10942.1488912281
799.2,10949.4102259259
799.38,11024.514377193
799.57,10904.1778008772
799.75,10918.497217349
799.94,10916.5321035088
800.12,10884.5005697856
800.31,10815.2321517544
800.49,10873.7142222222
800.67,10845.3892927875
800.86,10814.7177763158
801.04,10786.0061062378
801.23,10859.2282385965
801.41,10930.3394907407
801.59,10886.5468023392
801.78,10754.3746254386
801.96,10800.7714292398
802.15,10777.730127193
802.33,10761.9095962963
802.51,10674.5758682261
802.7,10674.9022921053
802.88,10573.5465918129
803.07,10648.5669850877
803.25,10597.5319944445
803.43,10472.6402167641
803.62,10592.8153078947
803.8,10664.1460438596
803.99,10624.3837280702
804.17,10580.3578
804.35,10550.6638516569
804.54,10484.3198377193
804.72,10454.2376981482
804.9,10522.8593578947
805.09,10554.2492842105
805.27,10462.4791417154
805.46,10588.3557631579
805.64,10586.5511537037
805.82,10464.5530064327
806.01,10446.6031807017
806.19,10433.629812963
806.37,10381.2166208577
806.56,10392.5921675439
806.74,10351.9310074074
806.92,10490.0925452242
807.11,10428.2672324561
807.29,10392.481312963
807.47,10352.9689239766
807.66,10349.6579149123
807.84,10317.3653832359
808.03,10230.6742473685
808.21,10241.7036888889
808.39,10141.1901126706
808.58,10122.2753649123
808.76,10205.4943203704
808.94,10073.7119828461
809.13,9942.25618859648
809.31,9967.32967037035
809.49,10013.6042116959
809.68,9982.68027543864
809.86,9941.8691814815
810.04,9979.78685828462
810.23,9940.91262894736
810.41,9921.52212037038
810.59,9876.89346851853
810.77,9849.25981715403
810.96,9871.63958859649
811.14,9785.92020925928
811.32,9868.19708148148
811.51,9756.62372456147
811.69,9708.45929444445
811.87,9682.86714561404
812.06,9622.82780263162
812.24,9513.69748888889
812.42,9453.65284152045
812.61,9415.68946491229
812.79,9302.27584259263
812.97,9158.03255925924
813.15,9111.30605146199
813.34,9141.14580438596
813.52,9106.24617037036
813.7,9065.54671851853
813.89,8977.00427105261
814.07,8844.18680185185
814.25,8826.42450370372
814.43,8672.13834814819
814.62,8669.83401491228
814.8,8608.32309259258
814.98,8665.6013391813
815.17,8548.22507719303
815.35,8451.89608148146
815.53,8222.09608888894
